,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,New_Item_Type_Drinks,New_Item_Type_Food,New_Item_Type_Non-Consumable
3050,0.11650269797021434,1,0.6853311121921266,13,0.12650356656433528,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3490,1.5007499139332205,0,1.5934505567438708,11,1.6190559668384499,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6669,-1.9456707186310847,1,1.2463324853265474,1,-0.23273169809203828,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4948,0.9091912746327905,0,-0.9249886094198063,9,1.6922473780287977,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6047,1.3942693588591433,1,-1.077720991961561,4,-0.6967247794056278,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15,-0.9128093344125338,2,0.31476652769192326,2,-1.3589930403624693,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1315,-0.6761858786923618,2,-0.46978683945247746,13,-0.18134676702378166,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8484,-1.4180004123751009,1,0.2575669448657156,14,-0.1770786061869244,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2693,0.0,2,0.09816257754692134,6,0.4440303249842433,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5183,-1.2866743944504055,2,-0.9709956362389576,13,0.7706843317851503,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6413,-1.7196953184183204,2,0.05385435617069759,13,-1.2200064364974104,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5296,0.0,1,-0.8830016525288259,0,0.13613824113963333,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5248,-1.5126497946631698,1,1.0849285194941354,3,1.9878841558136287,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6271,1.7492045424394012,2,-1.701716731352351,4,0.8482274043253413,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1357,-0.7235105698363961,1,-0.18406151864050402,0,-0.6678625059362265,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2429,-0.06096489381991466,2,0.40315731703231084,4,1.8409104067256477,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7349,-1.7824005341841658,2,0.2575669448657156,4,-1.3675293620361832,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2364,0.06917800682618011,1,-1.1331757357278773,6,0.30990280866332653,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4502,-0.5827196136828939,1,-0.050179125581608655,12,0.280491358743133,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4542,-1.2594626970425857,1,0.5374398631941494,14,-0.33157382456002155,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3493,-0.04913372103390589,1,1.0746570417247852,10,-0.5250734171721168,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5095,-0.9660496119495724,1,-0.5318829105071355,6,-0.48606904293311826,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5178,-0.17927662168000066,0,0.5086570463825022,9,0.48041406773876044,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
794,1.1221523847809458,2,-1.5931837002605933,1,-1.505459363256151,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6618,1.1576459031389712,2,0.28330620324311734,0,0.7022267573694653,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1633,-1.4582263998475302,1,0.2575669448657156,15,0.8171684250527719,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2804,-1.4878043318125518,0,0.7566197981498933,9,0.8508897860663152,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3413,-1.0287548277154182,0,0.2575669448657156,9,0.018534191715352765,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8184,1.7492045424394012,2,-1.1518180669358073,4,1.7200530488531078,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5451,-1.0039093648647999,1,0.9978449443590589,6,-0.7522943707977555,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8271,0.0,2,0.08227001733378732,13,-1.339807191724859,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2613,0.0,1,2.163557409479588,13,-0.5689368789552574,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4891,-0.60519884197631,1,0.3324006702004081,4,1.9691639831138237,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2351,0.7672172012006878,2,-0.15950964158295552,5,-0.23214077138475334,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7313,0.0,1,-0.13874278065256576,14,-1.2248237737850594,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1722,0.9801783113488423,1,1.2031437327015073,6,0.48041406773876044,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6046,1.6190616417933064,1,-0.024384319804138042,6,-1.3295815904422759,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2178,1.1813082487109887,1,1.2959097946984202,1,-0.7522943707977555,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8430,1.5717369506492722,0,-1.621861860019421,9,0.656250090296143,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7010,1.3351134949291001,2,0.1783583322820668,5,0.07786451775003875,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5900,-1.6096654115084403,1,-0.9859187803695896,6,0.280998784937432,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6070,0.9091912746327905,1,-1.1757333469798028,4,-0.4946471148633256,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2812,0.341294980904378,1,1.1444733033919192,0,-1.0479311485825864,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1865,0.0,1,0.05535144558970145,0,-0.5576964252840761,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6679,0.0,1,-1.6408748080669722,6,0.7167205194889055,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2933,0.0,1,-0.00814504626350887,13,0.003574753658106522,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1651,1.2641264582130485,1,2.0986024372365426,6,-1.6487141279580668,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
356,-1.3683094866738648,1,0.09378681550158924,4,0.019590794360443725,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7330,1.1813082487109887,0,-1.442330535279637,8,-0.7239395235226532,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4523,0.0,0,-0.9602890983340757,9,-0.3064305354766851,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3025,0.47143788155047234,1,1.3834686775182647,0,0.017477589070261805,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6317,0.6489054733406013,2,0.8647030944087803,13,0.47504755400031967,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2412,0.03368448846815422,0,-0.34181345882830144,9,1.8226976602201421,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4216,0.5542560910525325,1,-1.2296365966842986,3,1.2603698786328685,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3243,1.5362434322912468,2,0.5504187966820648,0,-1.4739347080457756,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5134,-0.13195193053596602,2,0.23261702594211775,15,-0.7565207813781198,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7055,-1.5327627883993844,1,-0.6969457113987105,4,0.6188932454095204,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6473,-1.5469601957425947,1,-1.8962685767378848,10,-1.6444877173777026,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1705,0.17565856190025733,2,1.0350942421903715,4,1.5020010938649613,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6727,1.8320227519414618,1,0.562091994721781,0,-0.3230375028863072,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4193,0.0,1,0.4832522859439619,14,-0.4449097131474448,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6951,-1.2369834687491694,2,1.1876829924703989,13,-1.508670921447917,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6354,0.38861967204841225,1,0.8464843310063203,4,0.22813332554277163,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5740,-1.249997758813779,1,0.025533606223460046,4,0.9182490075804158,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7442,-1.4736069244693415,2,-2.0899868860471043,13,-1.3734868024819094,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5927,-0.29758834954008667,0,-0.4814572344143935,8,-0.6758496511591486,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5366,-0.6300443048269282,1,1.7780644725267782,3,-0.4818008820962612,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3160,0.0,0,-1.2765427187919027,11,-0.9511187268917992,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6551,0.0,2,-0.9436732000236626,3,-0.7736769252385339,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
42,0.17565856190025733,1,1.0127312679769618,13,0.8337336422059011,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4616,0.5305937454805153,2,0.8017695763775544,6,0.02546473429318392,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3374,0.7908795467727044,1,-1.3455500567846315,14,0.25378404082040684,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2162,0.341294980904378,1,1.150878012069419,0,-1.0318733576237562,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2396,1.2759576309990572,1,-1.941994041168016,6,0.31307261659859936,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3042,-1.4180004123751009,1,0.059108010532747945,13,1.150203797980718,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2892,-1.3221679128084314,0,-0.19929143996258558,8,-0.6833293701877717,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5057,1.3587758405011179,0,1.6903087450170806,11,-1.3702752442901434,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8077,0.5660872638385412,0,0.16326620965864355,9,-0.13963826078731628,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3609,0.38861967204841225,2,-0.3523070126368363,3,-1.6209919576467424,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5415,-1.9054447311586553,2,-0.47203546472727165,4,-0.23640893222161039,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
369,0.6725678189126184,2,1.0707098673573379,6,-0.4951962913141175,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5079,1.2641264582130485,0,1.4400098245310844,8,-1.5396881504639934,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5478,1.1221523847809458,1,-0.3407150116142721,14,0.34941460909662403,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2260,0.8618665834887562,1,0.40416588644104867,3,1.0577430376397736,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6109,-1.0666145806306457,2,1.1115517752267117,5,-1.0350431655590293,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3000,0.11650269797021434,1,-0.4463176818117932,13,1.531329043272169,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6292,0.5305937454805153,2,0.7489436291829614,10,-0.12041066189321276,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
844,0.0,2,0.2575669448657156,3,0.2190060771617726,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7171,0.0,2,0.2780470591674175,0,0.7407654556706578,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6759,-1.3221679128084314,1,0.35163343378688666,14,-0.42618954044764057,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6699,0.0,1,-0.6707495343779685,3,0.7680219500441764,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2519,1.8083604063694443,0,-0.6586170773818699,9,-1.6380646009941706,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6502,-1.07253016702365,1,-0.7781206953476916,6,-1.6295282793204564,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8388,-1.7445407812689382,0,-0.31397941217740755,8,0.3836433963044663,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5673,0.35312615369038636,2,0.6737402107228697,5,1.4501087366024055,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1788,-1.0748964015808518,2,0.12026775680206664,0,0.04257912789710506,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7584,-1.171912018426122,1,0.21806090770939907,7,1.4287679324181204,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3093,-0.368575386256138,1,0.2575669448657156,0,1.6735272053289936,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4498,0.0,1,0.166567006850425,4,0.20886397639217513,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4059,-0.841822297696482,1,0.9400210255266492,1,-1.2253729502358517,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3433,0.06917800682618011,1,0.05272970210376218,14,-0.006609097367983461,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
633,0.0,2,0.2575669448657156,5,0.06772241698044128,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4734,0.0,0,0.2575669448657156,8,0.37831863282251854,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3488,-0.841822297696482,1,2.1988037637969167,13,-0.5426952369703372,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
629,-1.174278252983324,2,0.7250154720097587,2,-0.615970148673671,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
125,1.1458147303529624,1,-2.0173820035187093,5,-0.7378841091913015,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5969,-0.5578741508322758,1,-1.3710441071749446,14,0.7166787692324125,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
719,0.5542560910525325,0,-1.9542791764857557,8,-1.4562711379910622,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
200,1.3942693588591433,0,-0.05313018758101399,8,-0.5839380672689966,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2755,1.6190616417933064,1,-0.3422301855181621,5,-0.49139380641506647,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8308,1.3587758405011179,1,-0.41783440042372505,5,1.655356209079981,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6162,-1.6356939916376592,0,1.3773483361792518,9,-0.20919418810458498,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5193,0.0,2,-0.6796132127108111,5,0.04845306782984525,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8319,0.9091912746327905,0,-0.9334531047659592,9,1.6842184825493827,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8048,-0.9128093344125338,1,-0.43659702742634593,14,-1.6840412680674932,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1595,-0.250263658396052,0,0.10451424667843379,8,-0.9655707387547463,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1997,-0.6525235331203446,1,-0.9118345933591089,10,-1.0184779484059001,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4017,0.03368448846815422,2,-0.7695537203728625,3,-1.2777309834362132,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
521,1.2404641126410318,1,2.225667558509364,4,0.2526856879188229,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2551,-1.7835836514627668,0,0.2575669448657156,8,-0.6298729840858263,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1654,-1.164813314754517,0,-0.7035805513418807,9,1.9606276614401101,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8087,1.0984900392089283,1,-1.8070564697936893,5,1.8873944999932688,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5554,-0.06096489381991466,2,-0.3425609027958385,6,-0.30486650663729514,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7618,-1.07253016702365,1,-0.7857438193002829,6,-1.6327398375122226,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7628,0.9091912746327905,1,0.34216358710658923,4,1.231507605163467,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5723,-1.1068405681030749,2,0.5478391358976551,5,-1.3622463488107281,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3564,1.3942693588591433,0,-2.1659996073642493,9,1.063067801121722,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1437,-1.4215497642109036,1,-1.1312763642546946,5,1.91194686236932,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4823,-0.3567442134701297,2,-2.9874828091849497,6,0.45421417601033326,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1733,1.1458147303529624,2,1.0596585970050303,10,-0.6459307750446565,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8506,1.0393341752788852,1,0.5807968828578566,14,1.9622334405359925,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3790,-0.41590007740017265,2,-0.5369165860624925,5,0.5825512529114957,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7581,0.0,0,0.33129970774229583,11,-0.9153259108445668,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1284,0.47143788155047234,1,-1.4034372166070392,3,0.7583872754688779,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5758,-1.6818355655030928,2,0.42773047943577147,4,-0.39622891407665534,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1259,1.6900486785093582,2,0.801730984290432,0,0.4595806897487744,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6651,-0.4040689046141639,2,0.867967120920378,0,-0.5640777914111154,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
737,1.7728668880114187,1,0.2575669448657156,13,-0.3225300766920083,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7467,-0.29758834954008667,1,-0.36401344322623036,14,0.01642098642517085,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2590,1.8083604063694443,0,0.2575669448657156,9,-1.667983477108663,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7687,-1.5871861832150238,1,-0.20969816082836612,0,-0.69296404476307,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1278,0.06917800682618011,1,-1.1278313931831014,6,0.271364110362134,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2658,-1.749273250383342,2,0.2575669448657156,0,-0.1899665892104817,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6288,-1.013374303093607,1,-1.0714603323421763,14,-0.5646687181184002,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
704,-1.2559133452067832,1,-0.9036300636157054,3,0.18853802459648814,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8262,0.7672172012006878,2,-0.1671327527942323,5,-0.23856388776828527,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8176,-0.8666677605471002,2,1.0616008673250077,6,-0.6710740641279926,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3207,0.5897496094105583,1,0.41430899042613506,13,-0.7885946130392872,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
295,-1.1032912162672721,1,-0.714266085753544,0,-0.7490410623494967,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6395,1.7137110240813758,2,0.0035277044268818987,5,0.13719484378472427,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2747,-1.1257704445606886,2,0.2575669448657156,3,-0.8426001755920247,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3896,0.0,1,1.604929769229379,1,-0.24710020944199934,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2921,-1.4724238071907407,0,-0.9031275571021384,9,0.5306588956489403,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4096,-0.0018090298898716605,1,-1.1435931298543731,6,0.6156399369612611,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6889,-0.368575386256138,2,0.013238571539068792,10,-0.707881732563823,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4097,1.0038406569208598,1,1.1250996958723507,6,-0.46574309113743106,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
572,0.9091912746327905,2,-0.4462652473132353,13,0.08859754522692069,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3121,1.1576459031389712,0,-0.7544144187912839,11,0.6354584625626496,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4848,-0.9814301365713834,2,0.37155581446837677,3,0.6808442029286873,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5422,-1.6155809979014446,1,-1.141579367135589,4,0.5959049118728591,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3874,1.1813082487109887,1,-0.04499209727185302,13,-0.2775682620072838,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6859,0.0,2,-0.6279904165609224,10,0.903247819266677,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6174,0.2703079441883262,0,-1.0479283207877121,9,-1.6177803994549764,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
837,0.0,0,-0.18877142368973077,11,-0.46523566494313207,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7943,0.0,0,1.5953110465884521,9,-1.7241439952080757,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1829,0.0,1,0.6800724192828468,13,-0.30004916934964615,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1255,0.9210224474187992,1,0.533231330064991,6,1.8852812947030868,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
